BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PRC_FULL_PAYMENT,TENURE,cluster,CUST_ID,BALANCE,PAYMENTS,MINIMUM_PAYMENTS
1.0,2500.03,2170.26,329.77,0.0,0.916667,0.916667,0.416667,0.0,0.0,25.0,12000.0,0.909091,12.0,0,C11415,281.469522,2463.043567,199.936768
1.0,2326.71,1333.71,993.0,457.383814,1.0,0.75,0.916667,0.083333,2.0,27.0,16000.0,1.0,12.0,0,C15411,267.253822,2803.060431,169.41646
1.0,354.92,354.92,0.0,340.821615,0.25,0.25,0.0,0.416667,6.0,3.0,8500.0,0.0,12.0,1,C13124,2709.099711,997.929231,642.622594
0.545455,136.08,136.08,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1200.0,0.666667,12.0,1,C18078,11.332157,257.582031,111.278576
1.0,560.73,560.73,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,7500.0,0.0,12.0,0,C10278,2734.66412,717.798364,670.049653
1.0,1522.72,1059.38,463.34,1905.919704,1.0,0.833333,1.0,0.25,3.0,38.0,9500.0,0.0,12.0,0,C11977,2282.814895,4419.287987,613.846694
1.0,118.6,70.0,48.6,0.0,1.0,0.083333,0.916667,0.0,0.0,25.0,3300.0,0.1,12.0,0,C10648,9.581344,117.780082,56.500841
1.0,0.0,0.0,0.0,4127.528187,0.0,0.0,0.0,0.25,5.0,0.0,12000.0,0.083333,12.0,1,C14241,2605.6002,2077.205644,601.214943
0.909091,311.8,0.0,311.8,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2500.0,0.0,12.0,0,C16992,255.851136,709.240603,2703.147477
1.0,394.95,277.95,117.0,0.0,0.916667,0.25,0.75,0.0,0.0,33.0,6000.0,0.0,12.0,0,C14591,300.395286,339.702306,175.28579
1.0,209.28,0.0,209.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2700.0,0.416667,12.0,0,C18193,17.734657,142.453268,151.615333
1.0,49.55,0.0,49.55,0.0,0.25,0.0,0.25,0.0,0.0,3.0,2500.0,0.0,12.0,1,C16682,545.819208,397.410932,247.041179
1.0,545.74,110.0,435.74,381.203187,0.583333,0.166667,0.5,0.166667,2.0,9.0,7000.0,0.0,12.0,1,C13410,1256.034535,561.983691,294.602332
1.0,0.0,0.0,0.0,3674.314806,0.0,0.0,0.0,0.166667,3.0,0.0,8500.0,0.0,12.0,1,C13359,6209.488896,1417.16906,1425.192934
1.0,295.0,0.0,295.0,0.0,0.5,0.0,0.416667,0.0,0.0,6.0,1000.0,0.3,12.0,1,C18998,67.377243,245.689379,167.126034
1.0,0.0,0.0,0.0,3162.719581,0.0,0.0,0.0,0.25,5.0,0.0,8000.0,0.0,12.0,1,C11743,4530.639094,995.539176,1032.384353
1.0,301.1,83.0,218.1,0.0,0.583333,0.166667,0.333333,0.0,0.0,10.0,1950.0,0.0,12.0,1,C10248,1874.716289,586.974046,1089.040271
1.0,1271.12,351.54,919.58,0.0,0.833333,0.25,0.833333,0.0,0.0,33.0,5000.0,0.0,12.0,0,C10137,4637.848144,1906.032044,3572.279251
1.0,0.0,0.0,0.0,4954.608429,0.0,0.0,0.0,0.5,21.0,0.0,9500.0,0.0,12.0,1,C10791,5308.90635,1334.749456,1272.080547
1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1700.0,0.0,12.0,1,C18195,922.615452,191.287802,309.777674
1.0,1473.26,0.0,1473.26,979.388828,1.0,0.0,1.0,0.166667,2.0,20.0,3500.0,0.0,12.0,0,C17772,2966.412112,1464.911757,1562.426492
1.0,539.55,0.0,539.55,2804.63059,0.833333,0.0,0.75,0.083333,2.0,32.0,6500.0,0.0,12.0,0,C16110,6245.256644,1405.944742,3269.298234
1.0,1846.81,1846.81,0.0,0.0,0.625,0.625,0.0,0.0,0.0,18.0,3500.0,0.0,8.0,0,C18582,1678.5937,350.646998,297.503609
0.727273,185.99,44.99,141.0,0.0,0.333333,0.083333,0.25,0.0,0.0,5.0,4000.0,0.0,12.0,1,C14097,54.096839,367.310313,128.442353
1.0,2190.95,832.49,1358.46,1913.350112,1.0,0.416667,0.916667,0.25,4.0,43.0,11500.0,0.0,12.0,0,C10887,9901.685569,2972.248185,2849.235124
1.0,0.0,0.0,0.0,822.959124,0.0,0.0,0.0,0.666667,12.0,0.0,5000.0,0.083333,12.0,1,C16414,400.462305,1034.178777,156.202558
1.0,264.35,202.8,61.55,0.0,0.333333,0.083333,0.166667,0.0,0.0,6.0,1500.0,0.0,12.0,1,C14265,655.712971,180.129661,295.417192
0.363636,41.2,41.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2000.0,0.0,12.0,1,C17176,2.484819,91.092518,104.026643
1.0,531.24,0.0,531.24,888.107988,1.0,0.0,0.833333,0.333333,4.0,6.0,1000.0,0.0,6.0,0,C18746,796.558943,684.858625,654.573104
1.0,0.0,0.0,0.0,145.557904,0.0,0.0,0.0,0.25,3.0,0.0,500.0,0.0,12.0,1,C14577,444.630038,172.645901,231.115707
0.636364,1109.53,630.01,479.52,952.743339,0.416667,0.083333,0.416667,0.083333,1.0,6.0,7500.0,0.0,12.0,1,C11162,661.423035,3137.508664,137.306097
1.0,82.28,0.0,82.28,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,1000.0,0.0,12.0,1,C18561,229.752417,203.78769,171.875166
1.0,0.0,0.0,0.0,6616.555691,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,0.2,12.0,1,C15515,923.977036,5155.088326,320.494371
1.0,952.16,463.04,489.12,0.0,1.0,0.916667,0.583333,0.0,0.0,24.0,7000.0,1.0,12.0,0,C12608,74.254958,913.302873,174.963013
1.0,589.59,165.0,424.59,0.0,0.833333,0.083333,0.75,0.0,0.0,17.0,5000.0,0.0,12.0,0,C14951,336.640397,839.728514,184.635553
0.2,73.17,0.0,73.17,0.0,0.3,0.0,0.3,0.0,0.0,3.0,2900.0,0.0,10.0,1,C17075,4.334047,160.363635,94.101695
0.363636,76.0,0.0,76.0,0.0,0.166667,0.0,0.166667,0.0,0.0,4.0,5000.0,0.0,12.0,1,C17120,14.002192,186.022727,81.496891
1.0,1090.19,0.0,1090.19,0.0,1.0,0.0,1.0,0.0,0.0,19.0,7000.0,0.916667,12.0,0,C15578,94.110539,1174.739824,176.285795
1.0,398.4,0.0,398.4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,0.916667,12.0,0,C17836,45.905486,403.594309,171.92066
1.0,562.5,0.0,562.5,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,1500.0,0.0,12.0,1,C14913,1417.157652,987.794574,861.298259
1.0,1296.47,1060.24,236.23,490.16229,1.0,0.75,0.833333,0.333333,5.0,32.0,1800.0,0.0,12.0,0,C13679,1140.805503,287.539782,299.883459
0.909091,833.29,833.29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,7000.0,0.3,12.0,0,C13650,40.069534,766.596225,112.992397
1.0,611.31,0.0,611.31,0.0,1.0,0.0,1.0,0.0,0.0,37.0,1500.0,0.916667,12.0,0,C11106,62.635576,514.6675,139.832021
1.0,247.31,0.0,247.31,823.112588,0.583333,0.0,0.5,0.416667,6.0,7.0,4000.0,0.0,12.0,1,C12138,3250.621234,1016.490545,1014.858941
1.0,0.0,0.0,0.0,216.51414,0.0,0.0,0.0,0.444444,4.0,0.0,1200.0,0.0,9.0,1,C18737,1087.565213,283.409367,267.813111
1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,1.0,12.0,0,C16903,37.759404,429.594704,186.268047
1.0,1149.92,729.86,420.06,5157.157638,1.0,0.416667,0.916667,0.75,42.0,20.0,6500.0,0.090909,12.0,0,C17429,3215.344017,2171.419976,953.90622
1.0,807.72,0.0,807.72,0.0,1.0,0.0,1.0,0.0,0.0,36.0,1500.0,0.0,12.0,0,C11863,1611.475175,1019.454819,2134.562981
1.0,1752.15,1564.16,187.99,1072.351863,1.0,0.916667,0.583333,0.25,4.0,53.0,10300.0,0.0,12.0,0,C10532,5036.870531,1489.597574,1549.64691
1.0,0.0,0.0,0.0,353.621982,0.0,0.0,0.0,0.416667,7.0,0.0,1500.0,0.0,12.0,1,C13888,1432.350154,525.178843,540.921834
0.571429,128.5,0.0,128.5,357.492328,0.142857,0.0,0.142857,0.142857,2.0,1.0,1500.0,0.0,7.0,1,C15400,133.957441,507.934017,37.947135
0.909091,0.0,0.0,0.0,4544.457479,0.0,0.0,0.0,0.416667,15.0,0.0,3500.0,0.1,12.0,1,C16167,1546.414616,3440.235297,729.873545
1.0,4398.35,4398.35,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,47.0,16500.0,0.916667,12.0,0,C11307,317.657562,4028.380624,179.19571
0.833333,0.0,0.0,0.0,1364.852957,0.0,0.0,0.0,0.333333,5.0,0.0,1500.0,0.0,6.0,1,C18900,1016.826034,139.841142,171.458084
1.0,0.0,0.0,0.0,1622.255801,0.0,0.0,0.0,0.25,4.0,0.0,1600.0,0.166667,12.0,1,C14832,976.370187,3056.718074,429.217423
1.0,0.0,0.0,0.0,478.933445,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,0.0,12.0,1,C15300,2762.536531,652.759069,6038.567518
1.0,1662.41,1662.41,0.0,0.0,0.5,0.5,0.0,0.0,0.0,10.0,1500.0,0.0,12.0,1,C18067,1337.287314,1670.844026,1995.395096
1.0,569.34,0.0,569.34,0.0,1.0,0.0,1.0,0.0,0.0,19.0,16500.0,1.0,12.0,0,C10542,43.42718,758.421856,163.044353
0.545455,84.05,0.0,84.05,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,4000.0,0.2,12.0,1,C17299,7.388588,171.883336,99.694319
1.0,14.72,14.72,0.0,79.252166,0.083333,0.083333,0.0,0.25,3.0,1.0,1200.0,0.0,12.0,1,C15708,1175.922628,347.568201,463.992512
1.0,0.0,0.0,0.0,831.780875,0.0,0.0,0.0,0.181818,2.0,0.0,1800.0,0.0,11.0,1,C15774,1631.603874,357.259124,687.048707
1.0,7387.83,3894.51,3493.32,0.0,1.0,0.5,0.916667,0.0,0.0,50.0,8000.0,0.75,12.0,0,C13891,683.849179,6873.576182,229.157755
0.272727,151.33,151.33,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,5000.0,0.5,12.0,1,C11853,16.005542,450.83685,132.752406
1.0,874.98,350.0,524.98,4653.693195,0.75,0.083333,0.666667,0.333333,9.0,16.0,12500.0,0.0,12.0,0,C10332,9206.811696,2055.100879,2199.077716
1.0,101.97,101.97,0.0,97.921034,0.25,0.25,0.0,0.166667,3.0,3.0,3000.0,0.0,12.0,1,C14052,95.597121,306.960201,174.329733
1.0,94.5,0.0,94.5,0.0,0.583333,0.0,0.583333,0.0,0.0,7.0,1500.0,0.0,12.0,0,C13338,129.314624,132.94586,849.067783
1.0,0.0,0.0,0.0,535.955512,0.0,0.0,0.0,0.25,4.0,0.0,3000.0,0.0,12.0,1,C12850,2632.469367,737.932369,736.750992
1.0,0.0,0.0,0.0,218.091392,0.0,0.0,0.0,0.5,6.0,0.0,3000.0,0.0,12.0,1,C11373,3013.581545,729.037137,1307.25605
1.0,22.68,0.0,22.68,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,11500.0,0.0,12.0,1,C12282,689.697644,906.092735,224.709183
1.0,120.0,0.0,120.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,0.0,12.0,0,C18192,14.471941,113.011493,116.286777
0.545455,361.49,361.49,0.0,0.0,0.454545,0.454545,0.0,0.0,0.0,9.0,1500.0,0.5,11.0,1,C17482,35.862466,625.790303,155.444689
0.333333,134.87,64.98,69.89,0.0,0.333333,0.166667,0.166667,0.0,0.0,3.0,3000.0,0.0,6.0,1,C14250,22.151355,41.580849,81.595815
1.0,0.0,0.0,0.0,1640.291172,0.0,0.0,0.0,0.583333,21.0,0.0,4500.0,0.0,12.0,1,C16499,694.70767,498.736792,201.320157
1.0,554.38,191.13,363.25,0.0,1.0,0.25,0.916667,0.0,0.0,15.0,8000.0,0.0,12.0,0,C16060,2643.019532,681.881907,882.049542
0.833333,0.0,0.0,0.0,1981.157622,0.0,0.0,0.0,0.5,4.0,0.0,2000.0,0.0,6.0,1,C18201,1200.937942,152.106361,200.106261
1.0,1767.61,320.02,1447.59,0.0,1.0,0.083333,1.0,0.0,0.0,20.0,2000.0,0.583333,12.0,0,C18723,161.442459,1688.46643,176.27937
1.0,49.98,0.0,49.98,0.0,0.166667,0.0,0.166667,0.0,0.0,3.0,8500.0,0.0,12.0,1,C13718,3789.302616,1046.938327,1131.579706
0.857143,0.0,0.0,0.0,4058.539188,0.0,0.0,0.0,0.571429,15.0,0.0,10000.0,0.0,7.0,1,C12417,994.367302,168.100048,237.414459
1.0,1124.88,1085.63,39.25,0.0,0.416667,0.333333,0.083333,0.0,0.0,9.0,2500.0,0.0,12.0,1,C11539,937.434519,993.196174,252.572491
0.818182,0.0,0.0,0.0,918.151142,0.0,0.0,0.0,0.083333,2.0,0.0,1000.0,0.125,12.0,1,C11448,584.287125,1029.191073,277.371035
1.0,195.29,124.17,71.12,2881.905049,0.5,0.083333,0.333333,0.416667,10.0,9.0,7500.0,0.0,12.0,1,C16595,6255.078201,1797.863187,1926.996357
0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,0.181818,12.0,1,C10084,17.357563,357.802082,121.523416
1.0,3936.51,3249.14,687.37,517.562968,1.0,0.666667,0.916667,0.166667,2.0,57.0,10000.0,0.0,12.0,0,C14494,3277.092999,2183.769759,812.766517
1.0,1029.29,1029.29,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,6.0,6500.0,0.0,12.0,1,C15147,368.330629,1393.630631,170.881343
1.0,184.7,184.7,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,1500.0,0.0,12.0,1,C17626,1439.410201,299.988581,4792.61355
1.0,689.93,0.0,689.93,916.447583,0.833333,0.0,0.75,0.083333,2.0,14.0,1800.0,0.0,12.0,0,C13534,673.930629,1603.66063,204.556137
1.0,1038.38,1038.38,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,14.0,6000.0,0.6,12.0,0,C15865,106.390419,918.029106,140.547255
0.25,0.0,0.0,0.0,892.941422,0.0,0.0,0.0,0.125,2.0,0.0,1500.0,0.333333,8.0,1,C15126,50.803778,1272.269385,28.024972
1.0,479.0,80.0,399.0,0.0,0.916667,0.083333,0.666667,0.0,0.0,14.0,2000.0,0.8,12.0,0,C16443,40.607669,389.241521,141.850602
0.636364,149.88,29.9,119.98,0.0,0.583333,0.083333,0.5,0.0,0.0,8.0,4000.0,0.75,12.0,1,C13174,13.959639,235.74496,156.767607
1.0,1849.26,1616.76,232.5,0.0,1.0,1.0,0.5,0.0,0.0,19.0,7000.0,0.0,12.0,0,C12205,1571.382204,1522.895942,414.775083
0.090909,782.88,782.88,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,3000.0,0.0,12.0,1,C10792,62.209376,2941.300379,280.618072
0.818182,2014.84,874.84,1140.0,0.0,0.583333,0.416667,0.166667,0.0,0.0,24.0,3000.0,1.0,12.0,0,C17647,106.45347,2139.733072,138.434369
1.0,4392.05,3817.98,574.07,0.0,1.0,1.0,1.0,0.0,0.0,79.0,6000.0,1.0,12.0,0,C15181,434.099616,4076.914448,188.019302
1.0,2329.12,1567.22,761.9,0.0,1.0,0.916667,0.583333,0.0,0.0,31.0,5500.0,0.166667,12.0,0,C12362,248.200613,812.097275,231.774034
1.0,0.0,0.0,0.0,12281.83439,0.0,0.0,0.0,0.583333,31.0,0.0,1200.0,0.5,12.0,1,C17145,670.120718,12485.43289,591.573521
1.0,629.78,423.89,205.89,0.0,0.333333,0.083333,0.166667,0.0,0.0,6.0,2000.0,0.0,12.0,1,C12948,1539.46423,559.336578,467.519551
1.0,1060.99,1040.99,20.0,0.0,0.166667,0.083333,0.083333,0.0,0.0,4.0,1300.0,0.0,12.0,1,C12194,478.834962,1162.790308,208.55975
0.363636,159.0,0.0,159.0,0.0,0.166667,0.0,0.083333,0.0,0.0,2.0,4000.0,0.166667,12.0,1,C17565,17.905235,134.532028,61.971748
1.0,370.56,0.0,370.56,0.0,1.0,0.0,1.0,0.0,0.0,19.0,1500.0,0.166667,12.0,0,C18901,59.695937,290.863599,164.173138
1.0,468.49,278.5,189.99,2493.180667,0.833333,0.083333,0.666667,0.5,10.0,10.0,4000.0,0.0,12.0,0,C15728,3467.619262,1612.002883,898.050967
1.0,0.0,0.0,0.0,73.140635,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,0.0,12.0,1,C17225,1118.057185,335.79384,439.082668
1.0,869.48,685.79,183.69,0.0,0.916667,0.833333,0.666667,0.0,0.0,20.0,3000.0,0.75,12.0,0,C15663,67.72881,824.557797,175.239392
1.0,561.38,0.0,561.38,0.0,1.0,0.0,1.0,0.0,0.0,32.0,1500.0,0.416667,12.0,0,C12582,71.542751,482.868194,168.926878
1.0,17.6,17.6,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4000.0,0.0,12.0,1,C17490,1242.886266,589.674674,472.763536
1.0,0.0,0.0,0.0,3511.369006,0.0,0.0,0.0,0.166667,3.0,0.0,3000.0,0.083333,12.0,1,C13007,2304.087171,3004.655015,586.763635
1.0,0.0,0.0,0.0,4714.040663,0.0,0.0,0.0,0.5,16.0,0.0,11500.0,0.0,12.0,1,C16005,7969.504857,2184.446847,2086.545633
1.0,0.0,0.0,0.0,842.456926,0.0,0.0,0.0,0.363636,7.0,0.0,1000.0,0.0,11.0,1,C10326,185.396312,117.542764,137.6915
0.555556,912.98,912.98,0.0,284.659738,0.333333,0.333333,0.0,0.111111,1.0,3.0,1200.0,0.5,9.0,1,C17235,99.700878,1652.011127,80.430704
1.0,0.0,0.0,0.0,408.108731,0.0,0.0,0.0,0.272727,10.0,0.0,4000.0,0.0,11.0,1,C18151,1333.252963,627.520326,325.729395
0.727273,853.3,853.3,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2000.0,0.0,12.0,1,C12530,117.777688,851.921672,73.600798
0.818182,468.6,335.4,133.2,18.126683,1.0,0.25,1.0,0.083333,1.0,15.0,1700.0,0.0,12.0,0,C13325,165.544411,1389.092134,198.260864
1.0,495.43,495.43,0.0,453.244036,0.75,0.75,0.0,0.5,8.0,13.0,2000.0,0.0,12.0,1,C17877,1354.623473,280.31102,442.992384
0.636364,824.27,0.0,824.27,0.0,1.0,0.0,1.0,0.0,0.0,26.0,2500.0,0.333333,12.0,0,C13923,28.054194,673.029715,68.550818
0.875,0.0,0.0,0.0,142.123093,0.0,0.0,0.0,0.375,4.0,0.0,1500.0,0.0,8.0,1,C16449,1033.346718,1682.814334,249.673023
1.0,0.0,0.0,0.0,14127.46664,0.0,0.0,0.0,0.416667,23.0,0.0,3500.0,0.3,12.0,1,C18458,2144.040539,12571.81466,525.168936
1.0,83.0,83.0,0.0,9003.084705,0.083333,0.083333,0.0,0.25,12.0,1.0,10000.0,0.0,12.0,1,C12978,4007.610043,1308.070478,1221.251121
0.818182,280.0,0.0,280.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,9000.0,0.5,12.0,1,C13797,41.080375,479.765654,140.712772
0.909091,968.64,0.0,968.64,0.0,1.0,0.0,1.0,0.0,0.0,24.0,3000.0,0.181818,12.0,0,C16106,121.117428,764.973252,189.162675
1.0,3628.29,1937.35,1690.94,0.0,1.0,0.916667,1.0,0.0,0.0,73.0,11500.0,0.0,12.0,0,C11704,2004.914139,1718.220924,551.63308
1.0,1245.33,1245.33,0.0,2697.454999,0.5,0.5,0.0,0.583333,10.0,18.0,7000.0,0.0,12.0,1,C12319,5815.890916,1287.745322,1531.220292
1.0,0.0,0.0,0.0,369.262743,0.0,0.0,0.0,0.083333,2.0,0.0,1700.0,0.0,12.0,1,C17338,1232.345324,299.568227,252.694662
1.0,74.99,0.0,74.99,2826.208633,0.25,0.0,0.166667,0.25,6.0,4.0,4500.0,0.0,12.0,1,C17265,4204.42117,872.642121,1396.59728
1.0,1422.12,1196.98,225.14,4798.127161,0.75,0.333333,0.5,0.666667,14.0,23.0,10000.0,0.0,12.0,0,C13442,7595.24699,2283.468603,2631.254565
0.909091,0.0,0.0,0.0,2132.985725,0.0,0.0,0.0,0.25,3.0,0.0,3000.0,0.0,12.0,1,C14500,1236.018537,540.703321,359.715011
1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2500.0,0.083333,12.0,0,C10111,408.656365,1097.78942,176.610605
0.666667,155.0,0.0,155.0,0.0,0.666667,0.0,0.5,0.0,0.0,4.0,1000.0,0.5,6.0,0,C19159,11.294184,149.588599,43.341698
1.0,13771.63,4503.31,9268.32,0.0,1.0,0.5,1.0,0.0,0.0,83.0,14500.0,0.25,12.0,0,C10534,2549.128288,16826.42443,451.636081
1.0,811.11,811.11,0.0,234.763929,0.5,0.5,0.0,0.166667,2.0,11.0,500.0,0.0,12.0,1,C18037,463.59969,990.743027,257.174899
1.0,0.0,0.0,0.0,1270.287892,0.0,0.0,0.0,0.416667,9.0,0.0,7000.0,0.0,12.0,1,C12373,3304.423662,1026.076088,1478.485801
0.909091,3777.59,3777.59,0.0,329.214459,0.818182,0.818182,0.0,0.181818,3.0,28.0,4000.0,0.090909,11.0,0,C11165,677.188172,5499.745992,261.247523
0.181818,390.0,0.0,390.0,0.0,1.0,0.0,0.916667,0.0,0.0,12.0,1500.0,0.0,12.0,0,C18989,8.34698,410.528786,30.784961
1.0,0.0,0.0,0.0,567.233798,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,0.0,12.0,1,C10297,2420.761135,871.713321,609.206784
1.0,208.61,0.0,208.61,0.0,1.0,0.0,1.0,0.0,0.0,15.0,1000.0,0.181818,12.0,0,C18837,32.182264,146.936578,134.915444
1.0,212.87,0.0,212.87,0.0,1.0,0.0,0.857143,0.0,0.0,7.0,1000.0,1.0,7.0,0,C19149,21.357267,169.713838,103.387362
1.0,5421.73,5421.73,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,10500.0,1.0,12.0,0,C14020,475.675998,5510.903074,183.857011
1.0,14.28,0.0,14.28,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,10500.0,0.083333,12.0,1,C12668,339.406259,1263.292815,1486.059666
1.0,139.5,139.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,1200.0,0.090909,12.0,1,C15153,339.183041,877.494612,167.323383
0.363636,507.57,507.57,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,6000.0,0.0,12.0,1,C15371,50.366106,503.254349,34.488495
1.0,0.0,0.0,0.0,236.443443,0.0,0.0,0.0,0.083333,1.0,0.0,2000.0,0.0,12.0,1,C16990,1708.506241,702.214941,417.488671
1.0,452.61,0.0,452.61,0.0,1.0,0.0,0.916667,0.0,0.0,18.0,5000.0,0.818182,12.0,0,C13946,40.479403,426.404957,178.830469
1.0,0.0,0.0,0.0,5809.802917,0.0,0.0,0.0,0.166667,8.0,0.0,6000.0,0.0,12.0,1,C15534,1368.906278,322.580506,419.059837
1.0,184.0,184.0,0.0,1881.773648,0.166667,0.166667,0.0,0.666667,24.0,3.0,2500.0,0.0,12.0,1,C13377,2101.04762,2231.251407,726.381528
0.818182,1199.0,1199.0,0.0,8552.910316,0.090909,0.090909,0.0,0.636364,17.0,1.0,6750.0,0.111111,11.0,1,C10578,1758.979585,11634.38713,422.041626
1.0,4908.93,2290.36,2618.57,0.0,1.0,0.916667,1.0,0.0,0.0,108.0,7500.0,0.75,12.0,0,C14109,488.340514,4589.621491,195.304936
1.0,1233.58,1233.58,0.0,13674.24402,0.416667,0.416667,0.0,0.75,26.0,7.0,13000.0,0.0,12.0,1,C11239,8884.816576,5574.916601,4576.531483
1.0,110.0,110.0,0.0,342.027342,0.083333,0.083333,0.0,0.333333,7.0,1.0,1200.0,0.0,12.0,1,C13056,1083.787792,504.434613,438.752592
1.0,2071.55,2001.55,70.0,47.875577,1.0,0.916667,0.166667,0.083333,1.0,19.0,9000.0,1.0,12.0,0,C11227,189.969435,1679.943402,191.234533
1.0,501.88,25.0,476.88,0.0,1.0,0.083333,1.0,0.0,0.0,13.0,2000.0,0.0,12.0,0,C17009,190.056883,493.981832,189.50275
1.0,2788.81,2788.81,0.0,266.383091,0.727273,0.727273,0.0,0.090909,6.0,22.0,4000.0,0.714286,11.0,0,C11787,304.945628,2803.353036,130.626533
1.0,6999.56,6999.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,81.0,3500.0,0.166667,12.0,0,C13644,3012.642667,5446.940305,573.86773
1.0,2995.55,2301.11,694.44,0.0,1.0,0.75,1.0,0.0,0.0,35.0,6000.0,0.916667,12.0,0,C11703,246.864346,2734.138816,181.027921
0.272727,220.5,220.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,3750.0,0.0,12.0,1,C11340,31.473181,1199.475254,89.231655
1.0,0.0,0.0,0.0,478.838983,0.0,0.0,0.0,0.083333,1.0,0.0,6300.0,0.0,12.0,1,C14079,1798.042812,1192.610471,564.715406
1.0,454.72,454.72,0.0,959.005156,1.0,1.0,0.0,0.083333,2.0,12.0,1500.0,0.0,12.0,0,C16129,1275.142146,826.036748,350.661181
1.0,0.0,0.0,0.0,1960.264859,0.0,0.0,0.0,0.25,3.0,0.0,4500.0,0.0,12.0,1,C14870,1845.210833,331.387568,600.297574
0.545455,1071.8,1020.0,51.8,752.292181,0.333333,0.25,0.166667,0.166667,3.0,6.0,2500.0,0.2,12.0,1,C12557,818.310935,4763.080391,751.737661
0.272727,436.75,0.0,436.75,0.0,0.25,0.0,0.25,0.0,0.0,3.0,3000.0,1.0,12.0,1,C16398,38.316222,1634.962881,139.00528
1.0,152.61,152.61,0.0,3719.650168,0.333333,0.333333,0.0,1.166667,24.0,2.0,4000.0,0.0,6.0,1,C11680,2876.009336,248.342971,584.926336
0.3,835.31,250.0,585.31,0.0,0.5,0.1,0.4,0.0,0.0,13.0,7000.0,0.25,10.0,1,C11746,51.923357,832.140348,70.583398
0.545455,480.02,480.02,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1950.0,0.0,12.0,1,C11560,75.012641,485.738057,86.502541
1.0,450.0,0.0,450.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2700.0,0.666667,12.0,0,C16759,37.980086,425.280332,166.65223
0.833333,0.0,0.0,0.0,1159.447747,0.0,0.0,0.0,0.333333,5.0,0.0,1200.0,0.0,6.0,1,C10910,847.013195,101.664939,196.261567
1.0,1082.98,497.08,585.9,4504.545269,1.0,0.5,0.833333,0.666667,26.0,26.0,18500.0,0.0,12.0,0,C12515,8771.507851,1964.195588,1978.414023
0.875,667.0,569.0,98.0,1880.647102,0.875,0.125,0.75,0.5,5.0,8.0,2500.0,0.0,8.0,0,C18779,1594.994317,248.746263,455.027879
1.0,257.49,0.0,257.49,0.0,1.0,0.0,1.0,0.0,0.0,14.0,1500.0,0.7,12.0,0,C18810,9.630478,251.907165,114.027084
0.181818,45.0,0.0,45.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,1000.0,0.5,12.0,1,C18828,5.529633,515.842674,112.442224
